Cage,Cage_True,Time_Caging,Week,Treatment,Channel,Species,Common_Name,Vol_disp,Vol_empty_beaker,Vol_animal,Vol_water,WetWeight_g,WetWeight_kg,WW_MR_ml.h.g,MO2_ml.h,rsqrt,Run_#,Chamer size,Start,End,Run_Date,DeltaT_start,DeltaT_end,Notes,N_Dusky,Quality
4,4,End,Week 7,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,575,500,75,555,83.31,0.08331,0.01613588,1.356501,1,50,630ml,11:15,11:45,13/05/2021,264,292,,,
2,2,End,Week 7,Saccharina,6,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,83.91,0.08391,0.01619403,1.358857,1,57,630ml,9:40,10:15,14/05/2021,8049,10242,,,
4,4,End,Week 7,Macrocystis,7,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,95.37,0.09537,0.01428945,1.362785,1,48,630ml,11:50,12:30,13/05/2021,300,323,,,
7,7,Start,Week 2,Unfed,4,Pomaulax gibberosus,Red turban snail,325,300,25,215,38.34,0.03834,0.008558011,0.3281142,0.97,13,240ml,19:30,20:00,08/04/2021,731,758,,,
3,3,End,Week 7,Saccharina,6,Mesocentrotus franciscanus,Red sea urchin,360,300,60,570,87.25,0.08725,0.01574,1.373685,1,72,630ml,9:20,9:45,15/05/2021,3313,4500,,,
6,6,End,Week 7,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,580,500,80,550,98.32,0.09832,0.01403,1.379516,1,75,630ml,10:30,10:55,15/05/2021,7931,9688,,,
4,4,End,Week 7,Macrocystis,2,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,66.4,0.0664,0.02775614,1.388425,1,50,630ml,11:15,11:45,13/05/2021,264,282,,,
6,6,Start,Week 2,Macrocystis,5,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,87.19,0.08719,0.01597982,1.393281,1,37,630ml,15:25,15:45,10/04/2021,21732,22834,,,
3,3,End,Week 7,Saccharina,8,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,86.77,0.08677,0.0160993,1.397109,1,69,630ml,7:09,7:18,15/05/2021,0,535,,,
6,6,End,Week 7,Macrocystis,7,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,66.63,0.06663,0.02119958,1.412686,1,74,630ml,10:04,10:21,15/05/2021,4684,5690,,,
7,7,Start,Week 2,Unfed,5,Pomaulax gibberosus,Red turban snail,340,300,40,200,65.8,0.0658,0.01054456,0.599831,0.93,13,240ml,19:30,20:00,08/04/2021,731,758,,,
3,3,Start,Week 2,Saccharina,4,Strongylocentrotus purpuratus,Purple sea urchin,610,500,110,520,125.03,0.12503,0.01136687,1.421199,1,28,630ml,7:10,7:30,10/04/2021,0,807,added new time stamp,,
2,2,End,Week 7,Saccharina,1,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,82.5,0.0825,0.01757233,1.449718,1,57,630ml,9:40,10:15,14/05/2021,8049,10242,,,
5,5,End,Week 7,Macrocystis,6,Mesocentrotus franciscanus,Red sea urchin,570,500,70,560,91.68,0.09168,0.02104294,1.478553,1,63,630ml,12:20,12:45,14/05/2021,16200,16959,,,
4,4,End,Week 7,Macrocystis,6,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,75.49,0.07549,0.01958728,1.478644,1,48,630ml,11:50,12:30,13/05/2021,300,323,,,
2,2,End,Week 7,Saccharina,7,Strongylocentrotus purpuratus,Purple sea urchin,555,500,55,575,75.56,0.07556,0.01977535,1.494237,1,57,630ml,9:40,10:15,14/05/2021,8049,10242,,,
5,5,Start,Week 2,Macrocystis,10,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,92.79,0.09279,0.0164868,1.52981,1,19,630ml,11:35,12:00,09/04/2021,248,275,,,
7,7,Start,Week 2,Unfed,6,Pomaulax gibberosus,Red turban snail,310,300,10,230,15.88,0.01588,0.01428473,0.2268414,0.99,13,240ml,19:30,20:00,08/04/2021,731,758,,,
6,6,End,Week 7,Macrocystis,2,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,93.12,0.09312,0.0166325,1.549026,1,74,630ml,10:04,10:21,15/05/2021,6923,7929,,,
4,4,End,Week 7,Macrocystis,5,Strongylocentrotus purpuratus,Purple sea urchin,580,500,80,550,110.03,0.11003,0.01411295,1.552848,1,48,630ml,11:50,12:30,13/05/2021,300,323,,,
3,3,End,Week 7,Saccharina,9,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,74.53,0.07453,0.02086066,1.554745,1,69,630ml,7:09,7:18,15/05/2021,0,536,,,
5,5,Start,Week 2,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,95.23,0.09523,0.0164257,1.56422,1,19,630ml,11:35,12:00,09/04/2021,248,275,,,
6,6,End,Week 7,Macrocystis,6,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,92.72,0.09272,0.01724094,1.598982,1,74,630ml,10:04,10:21,15/05/2021,4690,5689,,,
6,6,End,Week 7,Macrocystis,8,Strongylocentrotus purpuratus,Purple sea urchin,545,500,45,585,63.09,0.06309,0.0254376,1.604705,1,74,630ml,10:04,10:21,15/05/2021,4682,5688,,,
5,5,End,Week 7,Macrocystis,8,Strongylocentrotus purpuratus,Purple sea urchin,580,500,80,550,120.23,0.12023,0.01361128,1.636509,1,60,630ml,10:25,10:45,14/05/2021,10098,11376,,,
7,7,Start,Week 2,Unfed,7,Pomaulax gibberosus,Red turban snail,310,300,10,230,13.26,0.01326,0.01625166,0.215497,1,13,240ml,19:30,20:00,08/04/2021,731,758,,,
5,5,End,Week 7,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,590,500,90,540,134.04,0.13404,0.01293532,1.733929,1,60,630ml,10:25,10:45,14/05/2021,10243,11521,,,
3,3,End,Week 7,Saccharina,7,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,73.92,0.07392,0.02349956,1.73663,1,69,630ml,7:09,7:18,15/05/2021,0,537,,,
3,3,End,Week 7,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,590,500,90,540,103.98,0.10398,0.01677,1.762035,1,69,630ml,7:09,7:18,15/05/2021,0,535,,,
5,5,Start,Week 2,Macrocystis,8,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,85.68,0.08568,0.02066085,1.770222,1,19,630ml,11:35,12:00,09/04/2021,248,275,,,
5,5,End,Week 7,Macrocystis,2,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,93.56,0.09356,0.01943376,1.818222,1,60,630ml,10:25,10:45,14/05/2021,10243,11521,,,
1,1,End,Week 7,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,590,500,90,540,114.47,0.11447,0.02672132,1.824338,1,42,630ml,6:53,7:25,13/05/2021,0,16,,,
8,8,Start,Week 2,Unfed,7,Pomaulax gibberosus,Red turban snail,325,300,25,215,47.34,0.04734,0.001164181,0.05511232,0.82,25,240ml,16:20,17:10,09/04/2021,534,585,Used D1Channel10 for background resp (broken sensor),,Bad
5,5,End,Week 7,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,98.52,0.09852,0.01965661,1.936569,1,60,630ml,10:25,10:45,14/05/2021,10243,11521,,,
3,3,End,Week 7,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,605,500,105,525,129.63,0.12963,0.01539909,2.016237,1,69,630ml,7:09,7:18,15/05/2021,0,535,,,
3,3,End,Week 7,Saccharina,5,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,92.11,0.09211,0.02253,2.075924,1,69,630ml,7:09,7:18,15/05/2021,0,535,,,
5,5,Start,Week 2,Macrocystis,5,Strongylocentrotus purpuratus,Purple sea urchin,610,500,110,520,149.64,0.14964,0.01448345,2.152561,1,19,630ml,11:35,12:00,09/04/2021,248,275,,,
5,5,End,Week 7,Macrocystis,6,Strongylocentrotus purpuratus,Purple sea urchin,600,500,100,530,149.73,0.14973,0.0146203,2.189097,1,60,630ml,10:25,10:45,14/05/2021,10243,10800,,,
4,4,End,Week 7,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,600,500,100,530,127.09,0.12709,0.01723815,2.190797,1,48,630ml,11:50,12:30,13/05/2021,300,323,,,
4,4,End,Week 7,Macrocystis,9,Strongylocentrotus purpuratus,Purple sea urchin,565,500,65,565,98.04,0.09804,0.02311485,2.26618,1,48,630ml,11:50,12:30,13/05/2021,300,323,,,
3,3,End,Week 7,Saccharina,1,Strongylocentrotus purpuratus,Purple sea urchin,620,500,120,510,153.73,0.15373,0.01808806,2.573587,1,69,630ml,7:09,7:18,15/05/2021,50,536,,,
7,7,Start,Week 2,Unfed,8,Pomaulax gibberosus,Red turban snail,320,300,20,220,28.5,0.0285,0.009719827,0.2770151,1,13,240ml,19:30,20:00,08/04/2021,731,758,,,
7,7,Start,Week 2,Unfed,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,17.67,0.01767,0.01676564,0.2962488,0.98,13,240ml,19:30,20:00,08/04/2021,731,758,,,
1,1,End,Week 7,Saccharina,9,Pomaulax gibberosus,Red turban snail,NA,300,NA,NA,NA,,,NA,,45,240ml,8:48,9:10,13/05/2021,114,130,,,
2,2,Start,Week 2,Saccharina,1,Mesocentrotus franciscanus,Red sea urchin,520,500,20,220,14.65,0.01465,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,2,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,45.92,0.04592,,,,17,630ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,3,Mesocentrotus franciscanus,Red sea urchin,520,500,20,220,14.36,0.01436,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,4,Mesocentrotus franciscanus,Red sea urchin,530,500,30,210,21.41,0.02141,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,510,500,10,230,12.4,0.0124,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,6,Mesocentrotus franciscanus,Red sea urchin,510,500,10,230,12.94,0.01294,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,7,Pomaulax gibberosus,Red turban snail,540,500,40,200,56.71,0.05671,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,8,Pomaulax gibberosus,Red turban snail,525,500,25,215,38.92,0.03892,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,9,Pomaulax gibberosus,Red turban snail,550,500,50,190,61.86,0.06186,,,,17,240ml,9:20,9:50,09/04/2021,,,Used D1Channel10 for background resp (broken sensor),,
